agricultural_land_percent_of_land_area,geo,time
54.68,mex,1999
54.43,mex,2000
54.22,mex,2001
53.96,mex,2002
53.76,mex,2003
53.55,mex,2004
53.24,mex,2005
52.73,mex,2006
52.67,mex,2007
52.93,mex,2008
52.9,mex,2009
31.43,fsm,1995
31.43,fsm,1996
31.43,fsm,1997
31.43,fsm,1998
31.43,fsm,1999
31.43,fsm,2000
31.43,fsm,2001
31.43,fsm,2002
31.43,fsm,2003
31.43,fsm,2004
31.43,fsm,2005
31.43,fsm,2006
31.43,fsm,2007
31.43,fsm,2008
31.43,fsm,2009
77.88,mda,1992
77.6,mda,1993
77.63,mda,1994
77.62,mda,1995
77.62,mda,1996
77.64,mda,1997
77.67,mda,1998
77.72,mda,1999
77.37,mda,2000
77.22,mda,2001
77.07,mda,2002
76.91,mda,2003
76.7,mda,2004
75.98,mda,2005
75.49,mda,2006
75.55,mda,2007
75.43,mda,2008
75.16,mda,2009
90.56,mng,1961
90.56,mng,1962
90.56,mng,1963
90.55,mng,1964
90.56,mng,1965
90.56,mng,1966
90.56,mng,1967
90.56,mng,1968
90.54,mng,1969
90.56,mng,1970
90.55,mng,1971
90.56,mng,1972
90.56,mng,1973
90.56,mng,1974
90.56,mng,1975
80.82,mng,1976
81.09,mng,1977
81.05,mng,1978
80.28,mng,1979
80.19,mng,1980
80.15,mng,1981
80.15,mng,1982
80.45,mng,1983
80.21,mng,1984
80.2,mng,1985
80.16,mng,1986
80.39,mng,1987
80.61,mng,1988
80.8,mng,1989
80.88,mng,1990
81.19,mng,1991
79.55,mng,1992
76.68,mng,1993
76.26,mng,1994
76.26,mng,1995
76.26,mng,1996
76.18,mng,1997
76.15,mng,1998
83.86,mng,1999
83.98,mng,2000
83.87,mng,2001
83.79,mng,2002
74.4,mng,2003
74.32,mng,2004
74.17,mng,2005
74.69,mng,2006
74.66,mng,2007
74.55,mng,2008
74.54,mng,2009
38.29,mne,2006
38.22,mne,2007
38.14,mne,2008
38.22,mne,2009
52.36,mar,1961
52.83,mar,1962
53.43,mar,1963
54.02,mar,1964
54.71,mar,1965
55.42,mar,1966
55.87,mar,1967
56.54,mar,1968
56.97,mar,1969
57.59,mar,1970
60.07,mar,1971
58.63,mar,1972
59.21,mar,1973
59.67,mar,1974
60.31,mar,1975
60.83,mar,1976
61.62,mar,1977
62.55,mar,1978
62.75,mar,1979
64.82,mar,1980
65.18,mar,1981
65.38,mar,1982
65.59,mar,1983
65.84,mar,1984
65.87,mar,1985
66.09,mar,1986
66.47,mar,1987
66.65,mar,1988
67.36,mar,1989
67.99,mar,1990
68.01,mar,1991
68.6,mar,1992
68.81,mar,1993
69.38,mar,1994
68.9,mar,1995
69.38,mar,1996
69.22,mar,1997
69.41,mar,1998
68.77,mar,1999
68.68,mar,2000
68.05,mar,2001
67.85,mar,2002
69.18,mar,2003
67.31,mar,2004
67.19,mar,2005
67.1,mar,2006
67.13,mar,2007
67.18,mar,2008
67.34,mar,2009
59.32,moz,1961
59.34,moz,1962
59.35,moz,1963
59.36,moz,1964
59.37,moz,1965
59.38,moz,1966
59.41,moz,1967
59.54,moz,1968
59.67,moz,1969
59.78,moz,1970
59.78,moz,1971
59.8,moz,1972
59.87,moz,1973
59.87,moz,1974
59.89,moz,1975
59.89,moz,1976
59.89,moz,1977
59.89,moz,1978
59.89,moz,1979
59.89,moz,1980
59.96,moz,1981
60.06,moz,1982
60.06,moz,1983
60.19,moz,1984
60.25,moz,1985
60.31,moz,1986
60.44,moz,1987
60.51,moz,1988
60.57,moz,1989
60.63,moz,1990
60.7,moz,1991
60.72,moz,1992
60.72,moz,1993
60.78,moz,1994
60.89,moz,1995
61.02,moz,1996
61.21,moz,1997
61.34,moz,1998
61.28,moz,1999
61.23,moz,2000
61.36,moz,2001
61.93,moz,2002
61.99,moz,2003
62.12,moz,2004
61.99,moz,2005
62.37,moz,2006
62.37,moz,2007
62.37,moz,2008
62.69,moz,2009
15.96,mmr,1961
16.02,mmr,1962
16.08,mmr,1963
16.25,mmr,1964
16.19,mmr,1965
16.43,mmr,1966
16.47,mmr,1967
16.48,mmr,1968
16.47,mmr,1969
16.53,mmr,1970
16.53,mmr,1971
16.53,mmr,1972
15.79,mmr,1973
15.81,mmr,1974
15.83,mmr,1975
15.86,mmr,1976
15.85,mmr,1977
15.86,mmr,1978
15.88,mmr,1979
15.89,mmr,1980
15.95,mmr,1981
15.98,mmr,1982
15.97,mmr,1983
15.95,mmr,1984
15.96,mmr,1985
15.97,mmr,1986
15.95,mmr,1987
15.87,mmr,1988
15.91,mmr,1989
15.96,mmr,1990
15.94,mmr,1991
15.91,mmr,1992
15.98,mmr,1993
15.95,mmr,1994
15.99,mmr,1995
16.07,mmr,1996
16.1,mmr,1997
16.09,mmr,1998
16.23,mmr,1999
16.54,mmr,2000
16.74,mmr,2001
16.72,mmr,2002
16.8,mmr,2003
16.96,mmr,2004
17.24,mmr,2005
17.75,mmr,2006
18.34,mmr,2007
18.79,mmr,2008
19.04,mmr,2009
46.94,nam,1961
46.94,nam,1962
46.94,nam,1963
46.94,nam,1964
46.94,nam,1965
46.94,nam,1966
46.94,nam,1967
46.94,nam,1968
46.94,nam,1969
46.95,nam,1970
46.95,nam,1971
46.95,nam,1972
46.95,nam,1973
46.95,nam,1974
46.95,nam,1975
46.95,nam,1976
46.95,nam,1977
46.95,nam,1978
46.95,nam,1979
46.95,nam,1980
46.95,nam,1981
46.95,nam,1982
46.96,nam,1983
46.96,nam,1984
46.96,nam,1985
46.96,nam,1986
46.96,nam,1987
46.96,nam,1988
46.96,nam,1989
46.96,nam,1990
46.96,nam,1991
46.96,nam,1992
47.01,nam,1993
47.07,nam,1994
47.15,nam,1995
47.15,nam,1996
47.15,nam,1997
47.15,nam,1998
47.15,nam,1999
47.15,nam,2000
47.15,nam,2001
47.15,nam,2002
47.15,nam,2003
47.15,nam,2004
47.15,nam,2005
47.15,nam,2006
47.14,nam,2007
47.14,nam,2008
47.14,nam,2009
24.69,npl,1961
24.69,npl,1962
24.76,npl,1963
24.69,npl,1964
24.69,npl,1965
24.69,npl,1966
24.79,npl,1967
24.79,npl,1968
24.79,npl,1969
25.73,npl,1970
25.73,npl,1971
26.45,npl,1972
27.22,npl,1973
27.93,npl,1974
28.13,npl,1975
28.38,npl,1976
28.63,npl,1977
28.8,npl,1978
29.05,npl,1979
29.29,npl,1980
29.48,npl,1981
29.66,npl,1982
29.84,npl,1983
30.05,npl,1984
30.21,npl,1985
29.68,npl,1986
29.34,npl,1987
29.01,npl,1988
29.02,npl,1989
29.04,npl,1990
29.02,npl,1991
29.06,npl,1992
29.06,npl,1993
29.06,npl,1994
29.06,npl,1995
29.06,npl,1996
29.1,npl,1997
29.13,npl,1998
29.18,npl,1999
29.47,npl,2000
29.57,npl,2001
29.38,npl,2002
29.37,npl,2003
29.37,npl,2004
29.37,npl,2005
29.37,npl,2006
29.37,npl,2007
29.37,npl,2008
29.65,npl,2009
68.54,nld,1961
68.22,nld,1962
67.8,nld,1963
67.18,nld,1964
66.8,nld,1965
66.5,nld,1966
66.32,nld,1967
65.97,nld,1968
65.46,nld,1969
64.96,nld,1970
63.03,nld,1971
62.62,nld,1972
62.23,nld,1973
62.03,nld,1974
61.67,nld,1975
61.4,nld,1976
61.02,nld,1977
60.6,nld,1978
60.25,nld,1979
59.83,nld,1980
59.57,nld,1981
59.39,nld,1982
59.51,nld,1983
59.72,nld,1984
59.8,nld,1985
59.69,nld,1986
59.66,nld,1987
59.6,nld,1988
59.36,nld,1989
59.42,nld,1990
58.98,nld,1991
58.83,nld,1992
58.89,nld,1993
58.38,nld,1994
58.18,nld,1995
58.68,nld,1996
58.23,nld,1997
58.44,nld,1998
58.26,nld,1999
57.94,nld,2000
57.2,nld,2001
57.73,nld,2002
56.96,nld,2003
57.73,nld,2004
57.38,nld,2005
56.84,nld,2006
56.69,nld,2007
57.14,nld,2008
56.83,nld,2009
14.28,ncl,1961
14.28,ncl,1962
14.28,ncl,1963
14.33,ncl,1964
14.33,ncl,1965
14.33,ncl,1966
14.33,ncl,1967
14.39,ncl,1968
14.39,ncl,1969
14.39,ncl,1970
14.39,ncl,1971
14.44,ncl,1972
14.44,ncl,1973
14.44,ncl,1974
14.44,ncl,1975
14.5,ncl,1976
14.5,ncl,1977
14.5,ncl,1978
14.5,ncl,1979
14.5,ncl,1980
14.5,ncl,1981
14.88,ncl,1982
15.32,ncl,1983
15.86,ncl,1984
15.21,ncl,1985
14.61,ncl,1986
14.0,ncl,1987
13.46,ncl,1988
12.91,ncl,1989
12.69,ncl,1990
12.53,ncl,1991
12.58,ncl,1992
12.58,ncl,1993
12.64,ncl,1994
12.75,ncl,1995
12.86,ncl,1996
13.02,ncl,1997
13.13,ncl,1998
13.24,ncl,1999
13.35,ncl,2000
13.46,ncl,2001
13.57,ncl,2002
13.62,ncl,2003
13.68,ncl,2004
13.73,ncl,2005
13.79,ncl,2006
13.79,ncl,2007
13.79,ncl,2008
13.73,ncl,2009
59.92,nzl,1961
60.22,nzl,1962
60.36,nzl,1963
60.45,nzl,1964
60.2,nzl,1965
60.11,nzl,1966
60.17,nzl,1967
60.16,nzl,1968
59.56,nzl,1969
59.54,nzl,1970
59.51,nzl,1971
61.0,nzl,1972
60.85,nzl,1973
60.76,nzl,1974
62.2,nzl,1975
63.48,nzl,1976
63.09,nzl,1977
63.79,nzl,1978
63.36,nzl,1979
63.83,nzl,1980
65.82,nzl,1981
63.53,nzl,1982
63.54,nzl,1983
62.96,nzl,1984
62.46,nzl,1985
62.7,nzl,1986
62.55,nzl,1987
62.04,nzl,1988
61.74,nzl,1989
61.46,nzl,1990
61.22,nzl,1991
60.61,nzl,1992
60.46,nzl,1993
57.41,nzl,1994
56.87,nzl,1995
56.6,nzl,1996
56.6,nzl,1997
56.6,nzl,1998
56.6,nzl,1999
58.54,nzl,2000
58.55,nzl,2001
45.95,nzl,2002
45.03,nzl,2003
45.16,nzl,2004
44.48,nzl,2005
43.2,nzl,2006
43.63,nzl,2007
43.2,nzl,2008
43.64,nzl,2009
28.5,nic,1961
28.5,nic,1962
28.82,nic,1963
28.98,nic,1964
29.23,nic,1965
29.75,nic,1966
29.75,nic,1967
29.75,nic,1968
29.79,nic,1969
29.79,nic,1970
29.96,nic,1971
30.0,nic,1972
30.08,nic,1973
30.16,nic,1974
30.16,nic,1975
30.16,nic,1976
31.0,nic,1977
31.04,nic,1978
31.08,nic,1979
31.12,nic,1980
31.8,nic,1981
31.82,nic,1982
31.83,nic,1983
32.27,nic,1984
32.03,nic,1985
32.05,nic,1986
32.32,nic,1987
32.74,nic,1988
33.18,nic,1989
33.45,nic,1990
33.74,nic,1991
34.24,nic,1992
34.82,nic,1993
35.07,nic,1994
37.83,nic,1995
38.67,nic,1996
39.86,nic,1997
40.63,nic,1998
41.41,nic,1999
42.33,nic,2000
42.75,nic,2001
43.49,nic,2002
44.04,nic,2003
43.25,nic,2004
44.04,nic,2005
43.38,nic,2006
43.21,nic,2007
42.76,nic,2008
42.76,nic,2009
24.87,ner,1961
24.87,ner,1962
24.87,ner,1963
24.87,ner,1964
24.87,ner,1965
24.87,ner,1966
24.87,ner,1967
25.4,ner,1968
25.4,ner,1969
24.63,ner,1970
24.65,ner,1971
24.61,ner,1972
24.33,ner,1973
23.51,ner,1974
23.51,ner,1975
23.51,ner,1976
23.51,ner,1977
23.51,ner,1978
23.65,ner,1979
24.25,ner,1980
23.9,ner,1981
23.97,ner,1982
24.48,ner,1983
24.3,ner,1984
24.3,ner,1985
24.69,ner,1986
24.48,ner,1987
24.71,ner,1988
24.79,ner,1989
26.09,ner,1990
26.92,ner,1991
27.63,ner,1992
27.63,ner,1993
27.63,ner,1994
28.42,ner,1995
28.42,ner,1996
28.42,ner,1997
28.42,ner,1998
29.21,ner,1999
29.21,ner,2000
30.0,ner,2001
30.0,ner,2002
30.32,ner,2003
30.37,ner,2004
33.92,ner,2005
33.94,ner,2006
34.56,ner,2007
34.56,ner,2008
34.56,ner,2009
75.54,nga,1961
75.65,nga,1962
75.76,nga,1963
75.88,nga,1964
75.99,nga,1965
76.06,nga,1966
76.14,nga,1967
76.14,nga,1968
76.58,nga,1969
76.75,nga,1970
76.75,nga,1971
76.75,nga,1972
76.75,nga,1973
76.75,nga,1974
76.86,nga,1975
76.97,nga,1976
77.13,nga,1977
77.13,nga,1978
77.2,nga,1979
77.28,nga,1980
77.28,nga,1981
77.46,nga,1982
77.64,nga,1983
77.82,nga,1984
77.99,nga,1985
78.35,nga,1986
78.49,nga,1987
78.74,nga,1988
78.93,nga,1989
79.14,nga,1990
79.42,nga,1991
79.56,nga,1992
79.69,nga,1993
79.82,nga,1994
79.97,nga,1995
78.13,nga,1996
76.79,nga,1997
78.77,nga,1998
78.83,nga,1999
78.89,nga,2000
78.94,nga,2001
81.03,nga,2002
81.14,nga,2003
81.8,nga,2004
83.99,nga,2005
85.64,nga,2006
85.64,nga,2007
85.09,nga,2008
81.8,nga,2009
8.696,mnp,1995
8.696,mnp,1996
8.696,mnp,1997
6.522,mnp,1998
6.522,mnp,1999
6.522,mnp,2000
6.522,mnp,2001
6.522,mnp,2002
6.522,mnp,2003
6.522,mnp,2004
6.522,mnp,2005
6.522,mnp,2006
6.522,mnp,2007
6.522,mnp,2008
6.522,mnp,2009
3.398,nor,1961
3.388,nor,1962
3.378,nor,1963
3.349,nor,1964
3.323,nor,1965
3.303,nor,1966
3.286,nor,1967
3.267,nor,1968
3.24,nor,1969
3.135,nor,1970
3.06,nor,1971
2.991,nor,1972
2.971,nor,1973
2.961,nor,1974
2.951,nor,1975
2.945,nor,1976
2.955,nor,1977
2.958,nor,1978
3.135,nor,1979
3.076,nor,1980
3.076,nor,1981
3.096,nor,1982
3.106,nor,1983
3.135,nor,1984
3.145,nor,1985
3.185,nor,1986
3.188,nor,1987
3.208,nor,1988
3.257,nor,1989
3.208,nor,1990
3.319,nor,1991
3.296,nor,1992
3.329,nor,1993
3.385,nor,1994
3.704,nor,1995
3.72,nor,1996
3.411,nor,1997
3.441,nor,1998
3.411,nor,1999
3.424,nor,2000
3.441,nor,2001
3.438,nor,2002
3.418,nor,2003
3.418,nor,2004
3.405,nor,2005
3.401,nor,2006
3.392,nor,2007
3.352,nor,2008
3.319,nor,2009
3.344,omn,1961
3.344,omn,1962
3.344,omn,1963
3.347,omn,1964
3.347,omn,1965
3.347,omn,1966
3.354,omn,1967
3.36,omn,1968
3.36,omn,1969
3.367,omn,1970
3.367,omn,1971
3.373,omn,1972
3.376,omn,1973
3.38,omn,1974
3.383,omn,1975
3.386,omn,1976
3.389,omn,1977
3.396,omn,1978
3.396,omn,1979
3.396,omn,1980
3.396,omn,1981
3.396,omn,1982
3.409,omn,1983
3.422,omn,1984
3.428,omn,1985
3.447,omn,1986
3.457,omn,1987
3.467,omn,1988
3.48,omn,1989
3.489,omn,1990
3.489,omn,1991
3.499,omn,1992
3.464,omn,1993
3.464,omn,1994
3.46,omn,1995
3.46,omn,1996
3.457,omn,1997
3.46,omn,1998
3.46,omn,1999
3.467,omn,2000
3.467,omn,2001
3.467,omn,2002
3.467,omn,2003
5.725,omn,2004
5.703,omn,2005
5.696,omn,2006
5.703,omn,2007
5.709,omn,2008
5.932,omn,2009
28.38,pak,1961
28.77,pak,1962
28.93,pak,1963
30.8,pak,1964
31.47,pak,1965
32.03,pak,1966
31.47,pak,1967
31.44,pak,1968
31.44,pak,1969
31.56,pak,1970
31.5,pak,1971
31.27,pak,1972
31.63,pak,1973
31.85,pak,1974
32.21,pak,1975
32.12,pak,1976
32.57,pak,1977
32.4,pak,1978
32.73,pak,1979
32.82,pak,1980
32.87,pak,1981
32.99,pak,1982
32.87,pak,1983
32.86,pak,1984
33.22,pak,1985
33.31,pak,1986
33.62,pak,1987
34.79,pak,1988
33.75,pak,1989
33.65,pak,1990
33.68,pak,1991
33.81,pak,1992
34.25,pak,1993
34.39,pak,1994
34.44,pak,1995
34.61,pak,1996
35.0,pak,1997
34.99,pak,1998
34.87,pak,1999
34.96,pak,2000
35.23,pak,2001
35.38,pak,2002
35.32,pak,2003
35.06,pak,2004
35.1,pak,2005
35.4,pak,2006
34.87,pak,2007
34.09,pak,2008
34.09,pak,2009
10.87,plw,1995
10.87,plw,1996
10.87,plw,1997
10.87,plw,1998
10.87,plw,1999
10.87,plw,2000
10.87,plw,2001
10.87,plw,2002
10.87,plw,2003
10.87,plw,2004
10.87,plw,2005
10.87,plw,2006
10.87,plw,2007
10.87,plw,2008
10.87,plw,2009
21.85,pan,1961
21.98,pan,1962
22.11,pan,1963
22.17,pan,1964
22.3,pan,1965
22.44,pan,1966
22.45,pan,1967
22.59,pan,1968
22.69,pan,1969
22.65,pan,1970
23.04,pan,1971
23.45,pan,1972
23.72,pan,1973
24.01,pan,1974
24.29,pan,1975
24.58,pan,1976
24.87,pan,1977
24.89,pan,1978
24.91,pan,1979
24.95,pan,1980
25.32,pan,1981
25.75,pan,1982
26.11,pan,1983
26.45,pan,1984
26.84,pan,1985
27.17,pan,1986
27.51,pan,1987
27.85,pan,1988
28.25,pan,1989
28.57,pan,1990
28.71,pan,1991
28.92,pan,1992
28.92,pan,1993
28.72,pan,1994
28.68,pan,1995
28.68,pan,1996
28.79,pan,1997
28.91,pan,1998
29.02,pan,1999
30.0,pan,2000
30.0,pan,2001
30.0,pan,2002
30.0,pan,2003
30.0,pan,2004
30.0,pan,2005
30.0,pan,2006
30.0,pan,2007
30.0,pan,2008
30.0,pan,2009
1.093,png,1961
1.093,png,1962
1.093,png,1963
1.115,png,1964
1.115,png,1965
1.128,png,1966
1.228,png,1967
1.292,png,1968
1.36,png,1969
1.415,png,1970
1.477,png,1971
1.499,png,1972
1.521,png,1973
1.541,png,1974
1.577,png,1975
1.599,png,1976
1.623,png,1977
1.669,png,1978
1.696,png,1979
1.705,png,1980
1.718,png,1981
1.7,png,1982
1.694,png,1983
1.711,png,1984
1.784,png,1985
1.833,png,1986
1.868,png,1987
1.906,png,1988
1.921,png,1989
1.937,png,1990
1.948,png,1991
1.959,png,1992
1.972,png,1993
1.983,png,1994
2.062,png,1995
2.109,png,1996
2.124,png,1997
2.151,png,1998
2.193,png,1999
2.219,png,2000
2.23,png,2001
2.208,png,2002
2.219,png,2003
2.252,png,2004
2.274,png,2005
2.297,png,2006
2.297,png,2007
2.628,png,2008
2.539,png,2009
26.2,pry,1961
26.48,pry,1962
26.78,pry,1963
27.11,pry,1964
27.42,pry,1965
27.74,pry,1966
27.99,pry,1967
28.23,pry,1968
28.48,pry,1969
28.74,pry,1970
28.99,pry,1971
29.24,pry,1972
29.61,pry,1973
30.29,pry,1974
30.84,pry,1975
31.4,pry,1976
31.93,pry,1977
31.22,pry,1978
31.75,pry,1979
32.81,pry,1980
33.87,pry,1981
34.97,pry,1982
36.32,pry,1983
37.67,pry,1984
39.01,pry,1985
41.66,pry,1986
42.91,pry,1987
43.0,pry,1988
43.1,pry,1989
43.19,pry,1990
43.28,pry,1991
43.66,pry,1992
43.66,pry,1993
40.35,pry,1994
41.42,pry,1995
47.88,pry,1996
48.25,pry,1997
49.34,pry,1998
50.55,pry,1999
51.16,pry,2000
50.84,pry,2001
49.29,pry,2002
48.69,pry,2003
49.43,pry,2004
50.19,pry,2005
50.93,pry,2006
51.67,pry,2007
52.45,pry,2008
52.61,pry,2009
13.25,per,1961
13.36,per,1962
13.62,per,1963
13.8,per,1964
13.87,per,1965
13.81,per,1966
13.82,per,1967
13.89,per,1968
13.92,per,1969
13.99,per,1970
14.0,per,1971
14.28,per,1972
14.31,per,1973
14.31,per,1974
14.32,per,1975
14.39,per,1976
14.49,per,1977
14.53,per,1978
14.55,per,1979
14.59,per,1980
14.61,per,1981
14.65,per,1982
14.69,per,1983
14.73,per,1984
14.74,per,1985
14.76,per,1986
14.78,per,1987
14.79,per,1988
14.8,per,1989
17.06,per,1990
17.11,per,1991
17.15,per,1992
17.16,per,1993
16.69,per,1994
16.59,per,1995
16.51,per,1996
16.42,per,1997
16.44,per,1998
16.49,per,1999
16.55,per,2000
16.52,per,2001
16.53,per,2002
16.58,per,2003
16.62,per,2004
16.68,per,2005
16.72,per,2006
16.73,per,2007
16.74,per,2008
16.75,per,2009
25.86,phl,1961
26.12,phl,1962
26.39,phl,1963
27.33,phl,1964
27.26,phl,1965
27.26,phl,1966
27.84,phl,1967
27.76,phl,1968
27.67,phl,1969
27.86,phl,1970
27.76,phl,1971
28.26,phl,1972
28.82,phl,1973
29.72,phl,1974
30.83,phl,1975
32.44,phl,1976
33.84,phl,1977
34.01,phl,1978
34.86,phl,1979
35.63,phl,1980
35.78,phl,1981
36.02,phl,1982
36.15,phl,1983
36.29,phl,1984
36.59,phl,1985
36.82,phl,1986
36.96,phl,1987
37.09,phl,1988
37.23,phl,1989
37.36,phl,1990
37.42,phl,1991
37.28,phl,1992
37.11,phl,1993
36.94,phl,1994
36.94,phl,1995
37.24,phl,1996
38.02,phl,1997
38.85,phl,1998
38.69,phl,1999
37.51,phl,2000
37.34,phl,2001
37.34,phl,2002
37.46,phl,2003
38.07,phl,2004
38.07,phl,2005
38.57,phl,2006
39.07,phl,2007
39.57,phl,2008
40.08,phl,2009
66.7,pol,1961
66.5,pol,1962
66.25,pol,1963
66.07,pol,1964
65.47,pol,1965
65.47,pol,1966
65.05,pol,1967
64.91,pol,1968
64.19,pol,1969
64.14,pol,1970
64.03,pol,1971
63.58,pol,1972
63.43,pol,1973
63.22,pol,1974
63.11,pol,1975
63.03,pol,1976
62.91,pol,1977
62.75,pol,1978
62.54,pol,1979
62.41,pol,1980
62.1,pol,1981
62.04,pol,1982
62.0,pol,1983
62.2,pol,1984
62.12,pol,1985
62.01,pol,1986
61.98,pol,1987
61.82,pol,1988
61.78,pol,1989
61.73,pol,1990
61.6,pol,1991
61.57,pol,1992
61.48,pol,1993
61.46,pol,1994
61.18,pol,1995
60.7,pol,1996
60.64,pol,1997
60.59,pol,1998
60.57,pol,1999
60.5,pol,2000
58.45,pol,2001
55.17,pol,2002
52.8,pol,2003
53.65,pol,2004
51.92,pol,2005
52.44,pol,2006
53.17,pol,2007
53.1,pol,2008
52.99,pol,2009
42.35,prt,1961
42.42,prt,1962
42.48,prt,1963
42.55,prt,1964
42.61,prt,1965
42.68,prt,1966
42.74,prt,1967
42.77,prt,1968
42.87,prt,1969
42.94,prt,1970
43.01,prt,1971
43.07,prt,1972
43.13,prt,1973
43.18,prt,1974
43.23,prt,1975
43.29,prt,1976
43.34,prt,1977
43.4,prt,1978
43.45,prt,1979
43.49,prt,1980
43.52,prt,1981
43.55,prt,1982
43.58,prt,1983
43.62,prt,1984
43.65,prt,1985
43.68,prt,1986
43.73,prt,1987
43.77,prt,1988
43.77,prt,1989
43.31,prt,1990
42.84,prt,1991
42.38,prt,1992
43.27,prt,1993
43.19,prt,1994
42.89,prt,1995
40.77,prt,1996
39.15,prt,1997
41.2,prt,1998
42.22,prt,1999
41.86,prt,2000
41.48,prt,2001
42.03,prt,2002
41.66,prt,2003
41.72,prt,2004
41.6,prt,2005
41.18,prt,2006
40.22,prt,2007
40.8,prt,2008
40.28,prt,2009
69.45,pri,1961
67.76,pri,1962
68.21,pri,1963
65.95,pri,1964
68.66,pri,1965
65.5,pri,1966
64.04,pri,1967
63.81,pri,1968
63.36,pri,1969
62.23,pri,1970
59.75,pri,1971
58.06,pri,1972
55.47,pri,1973
55.69,pri,1974
55.58,pri,1975
55.58,pri,1976
55.36,pri,1977
55.81,pri,1978
54.79,pri,1979
53.55,pri,1980
52.65,pri,1981
52.65,pri,1982
52.54,pri,1983
52.31,pri,1984
51.97,pri,1985
52.2,pri,1986
52.09,pri,1987
52.09,pri,1988
50.73,pri,1989
49.04,pri,1990
47.35,pri,1991
46.22,pri,1992
35.06,pri,1993
34.84,pri,1994
34.84,pri,1995
34.84,pri,1996
32.81,pri,1997
30.67,pri,1998
29.2,pri,1999
27.85,pri,2000
26.38,pri,2001
25.03,pri,2002
24.24,pri,2003
24.24,pri,2004
22.77,pri,2005
22.66,pri,2006
21.31,pri,2007
21.08,pri,2008
21.42,pri,2009
4.4,qat,1961
4.4,qat,1962
4.4,qat,1963
4.4,qat,1964
4.4,qat,1965
4.4,qat,1966
4.4,qat,1967
4.4,qat,1968
4.4,qat,1969
4.4,qat,1970
4.4,qat,1971
4.4,qat,1972
4.4,qat,1973
4.487,qat,1974
4.487,qat,1975
4.487,qat,1976
4.487,qat,1977
4.487,qat,1978
4.573,qat,1979
4.745,qat,1980
4.832,qat,1981
4.918,qat,1982
5.004,qat,1983
5.091,qat,1984
5.091,qat,1985
5.177,qat,1986
5.263,qat,1987
5.263,qat,1988
5.177,qat,1989
5.263,qat,1990
5.263,qat,1991
5.522,qat,1992
5.608,qat,1993
5.608,qat,1994
5.608,qat,1995
5.695,qat,1996
5.695,qat,1997
5.695,qat,1998
5.695,qat,1999
5.695,qat,2000
5.695,qat,2001
5.695,qat,2002
5.695,qat,2003
5.695,qat,2004
5.608,qat,2005
5.608,qat,2006
5.608,qat,2007
5.522,qat,2008
5.608,qat,2009
63.39,rou,1961
63.77,rou,1962
63.92,rou,1963
64.0,rou,1964
64.21,rou,1965
64.4,rou,1966
64.42,rou,1967
65.0,rou,1968
64.98,rou,1969
64.82,rou,1970
64.84,rou,1971
64.87,rou,1972
64.7,rou,1973
64.81,rou,1974
64.89,rou,1975
64.93,rou,1976
64.95,rou,1977
64.97,rou,1978
64.98,rou,1979
64.96,rou,1980
64.9,rou,1981
64.96,rou,1982
65.04,rou,1983
65.09,rou,1984
65.21,rou,1985
65.29,rou,1986
65.52,rou,1987
65.59,rou,1988
64.35,rou,1989
64.4,rou,1990
64.49,rou,1991
64.46,rou,1992
64.47,rou,1993
64.48,rou,1994
64.48,rou,1995
64.4,rou,1996
64.47,rou,1997
64.23,rou,1998
64.38,rou,1999
64.68,rou,2000
64.42,rou,2001
64.46,rou,2002
64.36,rou,2003
61.43,rou,2004
61.66,rou,2005
61.04,rou,2006
58.92,rou,2007
58.92,rou,2008
58.78,rou,2009
13.52,rus,1992
13.35,rus,1993
13.29,rus,1994
13.21,rus,1995
13.2,rus,1996
13.31,rus,1997
13.26,rus,1998
13.23,rus,1999
13.26,rus,2000
13.24,rus,2001
13.23,rus,2002
13.2,rus,2003
13.18,rus,2004
13.17,rus,2005
13.16,rus,2006
13.16,rus,2007
13.16,rus,2008
13.16,rus,2009
53.3,rwa,1961
53.71,rwa,1962
54.11,rwa,1963
54.52,rwa,1964
54.93,rwa,1965
55.33,rwa,1966
55.74,rwa,1967
56.06,rwa,1968
56.63,rwa,1969
56.91,rwa,1970
58.69,rwa,1971
61.13,rwa,1972
61.01,rwa,1973
64.21,rwa,1974
65.34,rwa,1975
66.44,rwa,1976
67.49,rwa,1977
68.1,rwa,1978
68.79,rwa,1979
69.52,rwa,1980
71.34,rwa,1981
71.95,rwa,1982
72.56,rwa,1983
73.29,rwa,1984
73.73,rwa,1985
74.18,rwa,1986
74.67,rwa,1987
75.11,rwa,1988
75.19,rwa,1989
76.17,rwa,1990
76.08,rwa,1991
74.46,rwa,1992
70.13,rwa,1993
60.19,rwa,1994
60.19,rwa,1995
62.63,rwa,1996
64.65,rwa,1997
65.46,rwa,1998
67.33,rwa,1999
67.69,rwa,2000
70.9,rwa,2001
74.99,rwa,2002
76.21,rwa,2003
76.21,rwa,2004
76.21,rwa,2005
76.0,rwa,2006
77.62,rwa,2007
81.07,rwa,2008
81.07,rwa,2009
57.14,kna,1961
57.14,kna,1962
57.14,kna,1963
57.14,kna,1964
57.14,kna,1965
57.14,kna,1966
57.14,kna,1967
57.14,kna,1968
51.43,kna,1969
42.86,kna,1970
42.86,kna,1971
42.86,kna,1972
42.86,kna,1973
42.86,kna,1974
42.86,kna,1975
