mean_years_in_school_women_percent_men_25_to_34_years,geo,time
102.4,mda,2006
102.4,mda,2007
102.4,mda,2008
102.4,mda,2009
96.72,mng,1970
96.83,mng,1971
98.44,mng,1972
98.48,mng,1973
98.53,mng,1974
100.0,mng,1975
98.59,mng,1976
100.0,mng,1977
100.0,mng,1978
101.3,mng,1979
101.3,mng,1980
102.6,mng,1981
102.5,mng,1982
102.5,mng,1983
103.7,mng,1984
103.7,mng,1985
104.9,mng,1986
104.8,mng,1987
106.0,mng,1988
106.0,mng,1989
105.9,mng,1990
107.1,mng,1991
105.8,mng,1992
107.0,mng,1993
106.9,mng,1994
108.0,mng,1995
108.0,mng,1996
108.0,mng,1997
107.9,mng,1998
109.0,mng,1999
110.1,mng,2000
108.9,mng,2001
110.0,mng,2002
111.1,mng,2003
109.9,mng,2004
111.0,mng,2005
111.0,mng,2006
112.1,mng,2007
113.2,mng,2008
113.2,mng,2009
85.14,mne,1970
86.67,mne,1971
87.01,mne,1972
87.34,mne,1973
87.65,mne,1974
86.75,mne,1975
88.1,mne,1976
88.37,mne,1977
89.66,mne,1978
88.76,mne,1979
90.0,mne,1980
90.22,mne,1981
90.43,mne,1982
90.53,mne,1983
91.67,mne,1984
92.78,mne,1985
92.86,mne,1986
93.0,mne,1987
94.06,mne,1988
94.12,mne,1989
95.15,mne,1990
95.19,mne,1991
96.19,mne,1992
96.23,mne,1993
96.26,mne,1994
97.22,mne,1995
97.25,mne,1996
97.27,mne,1997
97.3,mne,1998
98.21,mne,1999
98.23,mne,2000
99.12,mne,2001
99.12,mne,2002
99.13,mne,2003
99.14,mne,2004
100.0,mne,2005
100.0,mne,2006
100.0,mne,2007
100.8,mne,2008
100.0,mne,2009
33.33,mar,1970
36.84,mar,1971
35.0,mar,1972
38.1,mar,1973
36.36,mar,1974
37.5,mar,1975
36.0,mar,1976
38.46,mar,1977
40.74,mar,1978
41.38,mar,1979
40.0,mar,1980
40.62,mar,1981
42.42,mar,1982
42.86,mar,1983
43.24,mar,1984
47.37,mar,1985
47.5,mar,1986
48.78,mar,1987
50.0,mar,1988
50.0,mar,1989
51.11,mar,1990
52.17,mar,1991
53.19,mar,1992
53.06,mar,1993
54.0,mar,1994
54.9,mar,1995
56.6,mar,1996
57.41,mar,1997
58.18,mar,1998
58.93,mar,1999
61.4,mar,2000
61.02,mar,2001
61.67,mar,2002
62.3,mar,2003
63.93,mar,2004
66.13,mar,2005
66.67,mar,2006
67.19,mar,2007
68.75,mar,2008
69.23,mar,2009
40.0,moz,1970
40.0,moz,1971
37.5,moz,1972
41.18,moz,1973
38.89,moz,1974
36.84,moz,1975
42.11,moz,1976
40.0,moz,1977
42.86,moz,1978
40.91,moz,1979
39.13,moz,1980
41.67,moz,1981
41.67,moz,1982
44.0,moz,1983
42.31,moz,1984
44.44,moz,1985
46.43,moz,1986
44.83,moz,1987
46.67,moz,1988
48.39,moz,1989
48.39,moz,1990
50.0,moz,1991
51.52,moz,1992
50.0,moz,1993
51.43,moz,1994
54.29,moz,1995
52.78,moz,1996
54.05,moz,1997
55.26,moz,1998
55.26,moz,1999
56.41,moz,2000
57.5,moz,2001
57.5,moz,2002
58.54,moz,2003
60.98,moz,2004
61.9,moz,2005
61.9,moz,2006
62.79,moz,2007
62.79,moz,2008
65.12,moz,2009
73.08,mmr,1970
74.07,mmr,1971
75.0,mmr,1972
75.86,mmr,1973
77.42,mmr,1974
78.12,mmr,1975
78.79,mmr,1976
79.41,mmr,1977
80.56,mmr,1978
81.08,mmr,1979
84.21,mmr,1980
84.62,mmr,1981
85.0,mmr,1982
85.71,mmr,1983
86.05,mmr,1984
86.36,mmr,1985
88.89,mmr,1986
89.13,mmr,1987
91.3,mmr,1988
91.49,mmr,1989
91.67,mmr,1990
91.84,mmr,1991
94.0,mmr,1992
94.12,mmr,1993
94.23,mmr,1994
94.34,mmr,1995
96.23,mmr,1996
98.15,mmr,1997
98.18,mmr,1998
98.21,mmr,1999
98.25,mmr,2000
101.8,mmr,2001
101.7,mmr,2002
101.7,mmr,2003
101.7,mmr,2004
103.3,mmr,2005
104.9,mmr,2006
104.8,mmr,2007
104.8,mmr,2008
106.3,mmr,2009
93.33,nam,1970
96.77,nam,1971
93.94,nam,1972
97.06,nam,1973
97.22,nam,1974
94.74,nam,1975
95.0,nam,1976
97.56,nam,1977
97.67,nam,1978
97.78,nam,1979
100.0,nam,1980
97.92,nam,1981
98.0,nam,1982
100.0,nam,1983
100.0,nam,1984
100.0,nam,1985
100.0,nam,1986
101.8,nam,1987
100.0,nam,1988
101.7,nam,1989
103.3,nam,1990
101.6,nam,1991
103.1,nam,1992
104.6,nam,1993
103.0,nam,1994
104.4,nam,1995
102.9,nam,1996
104.2,nam,1997
105.6,nam,1998
105.5,nam,1999
105.3,nam,2000
105.3,nam,2001
106.5,nam,2002
106.4,nam,2003
107.6,nam,2004
107.5,nam,2005
108.6,nam,2006
108.5,nam,2007
108.4,nam,2008
109.5,nam,2009
13.33,npl,1970
12.5,npl,1971
17.65,npl,1972
16.67,npl,1973
16.67,npl,1974
15.0,npl,1975
20.0,npl,1976
18.18,npl,1977
17.39,npl,1978
16.67,npl,1979
20.0,npl,1980
19.23,npl,1981
21.43,npl,1982
20.69,npl,1983
20.0,npl,1984
21.88,npl,1985
21.21,npl,1986
22.86,npl,1987
25.0,npl,1988
23.68,npl,1989
25.64,npl,1990
27.5,npl,1991
26.19,npl,1992
27.91,npl,1993
28.89,npl,1994
30.43,npl,1995
31.25,npl,1996
32.65,npl,1997
34.0,npl,1998
34.62,npl,1999
35.85,npl,2000
36.36,npl,2001
37.5,npl,2002
40.35,npl,2003
41.38,npl,2004
41.67,npl,2005
44.26,npl,2006
45.16,npl,2007
46.03,npl,2008
48.44,npl,2009
89.02,nld,1970
90.36,nld,1971
90.59,nld,1972
91.86,nld,1973
92.05,nld,1974
93.26,nld,1975
92.31,nld,1976
93.48,nld,1977
94.62,nld,1978
94.74,nld,1979
94.79,nld,1980
95.88,nld,1981
96.94,nld,1982
96.97,nld,1983
98.0,nld,1984
98.02,nld,1985
99.02,nld,1986
98.08,nld,1987
99.04,nld,1988
100.0,nld,1989
100.0,nld,1990
100.0,nld,1991
100.0,nld,1992
100.9,nld,1993
100.9,nld,1994
101.8,nld,1995
101.8,nld,1996
101.8,nld,1997
101.8,nld,1998
102.7,nld,1999
102.6,nld,2000
102.6,nld,2001
103.4,nld,2002
104.3,nld,2003
104.3,nld,2004
105.1,nld,2005
105.1,nld,2006
105.0,nld,2007
105.9,nld,2008
105.0,nld,2009
98.67,nzl,1970
100.0,nzl,1971
100.0,nzl,1972
100.0,nzl,1973
100.0,nzl,1974
101.2,nzl,1975
101.1,nzl,1976
101.1,nzl,1977
101.1,nzl,1978
101.1,nzl,1979
101.1,nzl,1980
102.1,nzl,1981
101.0,nzl,1982
101.0,nzl,1983
102.0,nzl,1984
101.9,nzl,1985
101.0,nzl,1986
101.9,nzl,1987
101.9,nzl,1988
101.8,nzl,1989
101.8,nzl,1990
102.7,nzl,1991
103.6,nzl,1992
102.6,nzl,1993
102.6,nzl,1994
103.4,nzl,1995
103.4,nzl,1996
104.2,nzl,1997
104.2,nzl,1998
104.2,nzl,1999
104.1,nzl,2000
104.9,nzl,2001
104.9,nzl,2002
104.8,nzl,2003
104.8,nzl,2004
105.6,nzl,2005
105.6,nzl,2006
105.5,nzl,2007
106.3,nzl,2008
106.2,nzl,2009
124.1,nic,1970
123.3,nic,1971
122.6,nic,1972
121.9,nic,1973
117.6,nic,1974
117.1,nic,1975
116.7,nic,1976
116.2,nic,1977
115.8,nic,1978
115.4,nic,1979
112.2,nic,1980
114.3,nic,1981
114.0,nic,1982
113.6,nic,1983
110.9,nic,1984
110.6,nic,1985
112.5,nic,1986
110.0,nic,1987
109.8,nic,1988
109.6,nic,1989
109.4,nic,1990
111.1,nic,1991
110.9,nic,1992
110.7,nic,1993
110.5,nic,1994
110.3,nic,1995
110.2,nic,1996
110.0,nic,1997
109.8,nic,1998
109.7,nic,1999
109.5,nic,2000
111.1,nic,2001
110.9,nic,2002
109.2,nic,2003
110.8,nic,2004
110.6,nic,2005
110.4,nic,2006
111.9,nic,2007
110.3,nic,2008
111.8,nic,2009
25.0,ner,1970
25.0,ner,1971
25.0,ner,1972
50.0,ner,1973
40.0,ner,1974
40.0,ner,1975
40.0,ner,1976
40.0,ner,1977
33.33,ner,1978
33.33,ner,1979
28.57,ner,1980
42.86,ner,1981
37.5,ner,1982
37.5,ner,1983
33.33,ner,1984
44.44,ner,1985
40.0,ner,1986
40.0,ner,1987
36.36,ner,1988
41.67,ner,1989
41.67,ner,1990
38.46,ner,1991
42.86,ner,1992
42.86,ner,1993
40.0,ner,1994
43.75,ner,1995
43.75,ner,1996
47.06,ner,1997
44.44,ner,1998
42.11,ner,1999
47.37,ner,2000
45.0,ner,2001
47.62,ner,2002
45.45,ner,2003
50.0,ner,2004
47.83,ner,2005
45.83,ner,2006
50.0,ner,2007
48.0,ner,2008
52.0,ner,2009
42.86,nga,1970
43.33,nga,1971
41.94,nga,1972
42.42,nga,1973
44.12,nga,1974
44.44,nga,1975
45.95,nga,1976
46.15,nga,1977
47.5,nga,1978
47.62,nga,1979
50.0,nga,1980
50.0,nga,1981
50.0,nga,1982
53.06,nga,1983
52.94,nga,1984
54.72,nga,1985
54.55,nga,1986
56.14,nga,1987
56.9,nga,1988
58.33,nga,1989
58.06,nga,1990
60.32,nga,1991
61.54,nga,1992
62.12,nga,1993
63.24,nga,1994
63.77,nga,1995
64.79,nga,1996
66.67,nga,1997
66.22,nga,1998
68.0,nga,1999
68.83,nga,2000
69.23,nga,2001
70.89,nga,2002
71.25,nga,2003
72.84,nga,2004
73.17,nga,2005
74.7,nga,2006
75.0,nga,2007
76.47,nga,2008
76.74,nga,2009
89.61,nor,1970
91.25,nor,1971
92.77,nor,1972
94.19,nor,1973
94.38,nor,1974
95.65,nor,1975
95.79,nor,1976
95.92,nor,1977
98.0,nor,1978
98.06,nor,1979
98.11,nor,1980
98.15,nor,1981
99.09,nor,1982
100.0,nor,1983
100.0,nor,1984
100.0,nor,1985
100.0,nor,1986
100.8,nor,1987
100.8,nor,1988
101.6,nor,1989
102.4,nor,1990
101.6,nor,1991
102.4,nor,1992
102.4,nor,1993
102.3,nor,1994
102.3,nor,1995
103.1,nor,1996
103.0,nor,1997
103.0,nor,1998
103.0,nor,1999
102.9,nor,2000
102.9,nor,2001
102.9,nor,2002
102.9,nor,2003
104.3,nor,2004
103.6,nor,2005
103.5,nor,2006
103.5,nor,2007
104.2,nor,2008
104.2,nor,2009
48.15,omn,1970
46.43,omn,1971
46.67,omn,1972
48.39,omn,1973
48.48,omn,1974
52.94,omn,1975
52.78,omn,1976
52.63,omn,1977
55.0,omn,1978
54.76,omn,1979
56.82,omn,1980
58.7,omn,1981
60.42,omn,1982
60.78,omn,1983
62.26,omn,1984
63.64,omn,1985
64.91,omn,1986
66.1,omn,1987
67.21,omn,1988
69.35,omn,1989
70.31,omn,1990
71.21,omn,1991
73.13,omn,1992
75.36,omn,1993
77.14,omn,1994
77.78,omn,1995
79.45,omn,1996
80.0,omn,1997
81.58,omn,1998
83.12,omn,1999
84.62,omn,2000
86.08,omn,2001
87.65,omn,2002
89.02,omn,2003
90.36,omn,2004
90.48,omn,2005
92.86,omn,2006
94.12,omn,2007
95.35,omn,2008
96.55,omn,2009
26.32,pak,1970
23.81,pak,1971
27.27,pak,1972
26.09,pak,1973
25.0,pak,1974
28.0,pak,1975
26.92,pak,1976
28.57,pak,1977
27.59,pak,1978
30.0,pak,1979
29.03,pak,1980
30.3,pak,1981
32.35,pak,1982
31.43,pak,1983
32.43,pak,1984
34.21,pak,1985
33.33,pak,1986
34.15,pak,1987
35.71,pak,1988
37.21,pak,1989
37.78,pak,1990
39.13,pak,1991
39.58,pak,1992
40.82,pak,1993
42.0,pak,1994
42.31,pak,1995
43.4,pak,1996
45.45,pak,1997
46.43,pak,1998
46.55,pak,1999
49.15,pak,2000
49.18,pak,2001
51.61,pak,2002
51.56,pak,2003
53.85,pak,2004
54.55,pak,2005
56.72,pak,2006
57.97,pak,2007
58.57,pak,2008
60.56,pak,2009
105.1,pan,1970
104.9,pan,1971
104.8,pan,1972
104.7,pan,1973
104.5,pan,1974
106.0,pan,1975
104.3,pan,1976
105.7,pan,1977
105.6,pan,1978
104.1,pan,1979
105.3,pan,1980
105.2,pan,1981
105.1,pan,1982
105.0,pan,1983
106.2,pan,1984
104.8,pan,1985
106.0,pan,1986
105.9,pan,1987
105.7,pan,1988
105.7,pan,1989
106.7,pan,1990
106.7,pan,1991
105.4,pan,1992
106.5,pan,1993
106.4,pan,1994
107.4,pan,1995
107.3,pan,1996
107.2,pan,1997
108.2,pan,1998
107.0,pan,1999
106.9,pan,2000
106.9,pan,2001
107.8,pan,2002
108.7,pan,2003
108.7,pan,2004
108.6,pan,2005
108.5,pan,2006
109.3,pan,2007
109.3,pan,2008
110.2,pan,2009
43.48,png,1970
41.67,png,1971
44.0,png,1972
42.31,png,1973
44.44,png,1974
46.43,png,1975
44.83,png,1976
46.67,png,1977
46.88,png,1978
48.48,png,1979
50.0,png,1980
47.22,png,1981
48.65,png,1982
48.72,png,1983
50.0,png,1984
50.0,png,1985
53.49,png,1986
54.55,png,1987
54.35,png,1988
55.32,png,1989
56.25,png,1990
56.0,png,1991
58.82,png,1992
59.62,png,1993
59.26,png,1994
61.82,png,1995
62.5,png,1996
63.16,png,1997
64.41,png,1998
65.0,png,1999
67.21,png,2000
67.74,png,2001
68.75,png,2002
69.23,png,2003
71.21,png,2004
71.64,png,2005
73.53,png,2006
73.91,png,2007
74.65,png,2008
76.06,png,2009
78.57,pry,1970
79.55,pry,1971
82.22,pry,1972
84.78,pry,1973
85.42,pry,1974
85.71,pry,1975
86.27,pry,1976
88.46,pry,1977
90.57,pry,1978
92.59,pry,1979
92.73,pry,1980
92.98,pry,1981
93.1,pry,1982
94.92,pry,1983
95.0,pry,1984
96.72,pry,1985
96.77,pry,1986
98.41,pry,1987
100.0,pry,1988
100.0,pry,1989
101.5,pry,1990
101.5,pry,1991
103.0,pry,1992
102.9,pry,1993
105.9,pry,1994
105.8,pry,1995
107.1,pry,1996
107.0,pry,1997
106.9,pry,1998
109.7,pry,1999
109.6,pry,2000
110.8,pry,2001
112.2,pry,2002
113.3,pry,2003
113.2,pry,2004
115.8,pry,2005
115.6,pry,2006
118.2,pry,2007
117.9,pry,2008
120.5,pry,2009
74.51,per,1970
73.58,per,1971
74.55,per,1972
75.44,per,1973
76.27,per,1974
75.81,per,1975
76.56,per,1976
77.27,per,1977
77.94,per,1978
78.57,per,1979
79.17,per,1980
79.73,per,1981
80.26,per,1982
80.77,per,1983
81.25,per,1984
81.71,per,1985
83.13,per,1986
83.53,per,1987
83.91,per,1988
85.23,per,1989
85.56,per,1990
86.81,per,1991
86.02,per,1992
87.23,per,1993
87.5,per,1994
88.66,per,1995
88.89,per,1996
90.0,per,1997
90.1,per,1998
90.29,per,1999
91.35,per,2000
91.43,per,2001
92.45,per,2002
92.52,per,2003
93.52,per,2004
92.73,per,2005
93.69,per,2006
93.75,per,2007
94.69,per,2008
94.74,per,2009
100.0,phl,1970
100.0,phl,1971
101.6,phl,1972
101.5,phl,1973
101.5,phl,1974
101.5,phl,1975
102.9,phl,1976
101.4,phl,1977
102.8,phl,1978
101.4,phl,1979
102.7,phl,1980
102.6,phl,1981
102.6,phl,1982
103.8,phl,1983
103.8,phl,1984
103.8,phl,1985
102.4,phl,1986
104.9,phl,1987
104.8,phl,1988
104.8,phl,1989
104.7,phl,1990
104.7,phl,1991
104.6,phl,1992
104.5,phl,1993
105.7,phl,1994
105.6,phl,1995
105.6,phl,1996
105.5,phl,1997
106.6,phl,1998
106.5,phl,1999
106.5,phl,2000
107.5,phl,2001
106.4,phl,2002
107.4,phl,2003
107.4,phl,2004
108.4,phl,2005
108.3,phl,2006
109.4,phl,2007
109.4,phl,2008
109.3,phl,2009
98.91,pol,1970
100.0,pol,1971
100.0,pol,1972
100.0,pol,1973
100.0,pol,1974
100.0,pol,1975
101.0,pol,1976
100.0,pol,1977
101.0,pol,1978
101.0,pol,1979
101.0,pol,1980
100.9,pol,1981
100.9,pol,1982
100.9,pol,1983
101.8,pol,1984
101.8,pol,1985
101.8,pol,1986
101.8,pol,1987
102.7,pol,1988
102.6,pol,1989
101.7,pol,1990
102.6,pol,1991
102.6,pol,1992
102.6,pol,1993
103.4,pol,1994
103.4,pol,1995
102.5,pol,1996
103.4,pol,1997
103.3,pol,1998
104.2,pol,1999
103.3,pol,2000
104.1,pol,2001
104.1,pol,2002
104.1,pol,2003
104.1,pol,2004
104.9,pol,2005
104.9,pol,2006
104.8,pol,2007
104.8,pol,2008
105.6,pol,2009
85.71,prt,1970
88.37,prt,1971
88.89,prt,1972
89.13,prt,1973
89.58,prt,1974
91.84,prt,1975
92.0,prt,1976
92.31,prt,1977
94.34,prt,1978
96.3,prt,1979
94.64,prt,1980
96.49,prt,1981
98.28,prt,1982
98.33,prt,1983
100.0,prt,1984
100.0,prt,1985
101.6,prt,1986
103.1,prt,1987
103.0,prt,1988
104.5,prt,1989
104.4,prt,1990
105.8,prt,1991
105.6,prt,1992
106.9,prt,1993
108.2,prt,1994
108.1,prt,1995
109.3,prt,1996
110.5,prt,1997
110.3,prt,1998
111.4,prt,1999
111.2,prt,2000
112.3,prt,2001
113.4,prt,2002
113.3,prt,2003
114.3,prt,2004
115.3,prt,2005
115.1,prt,2006
116.1,prt,2007
117.0,prt,2008
116.9,prt,2009
88.57,qat,1970
91.67,qat,1971
92.11,qat,1972
94.87,qat,1973
95.12,qat,1974
100.0,qat,1975
100.0,qat,1976
100.0,qat,1977
102.1,qat,1978
102.0,qat,1979
104.0,qat,1980
105.8,qat,1981
107.5,qat,1982
107.3,qat,1983
110.7,qat,1984
112.3,qat,1985
111.9,qat,1986
113.3,qat,1987
114.8,qat,1988
114.5,qat,1989
114.1,qat,1990
115.4,qat,1991
114.9,qat,1992
116.2,qat,1993
117.4,qat,1994
118.6,qat,1995
118.1,qat,1996
117.8,qat,1997
118.9,qat,1998
120.0,qat,1999
119.5,qat,2000
119.2,qat,2001
120.3,qat,2002
121.2,qat,2003
121.0,qat,2004
122.0,qat,2005
120.2,qat,2006
121.2,qat,2007
120.9,qat,2008
122.1,qat,2009
91.14,rou,1970
91.36,rou,1971
91.57,rou,1972
91.76,rou,1973
91.95,rou,1974
92.13,rou,1975
92.31,rou,1976
92.47,rou,1977
92.63,rou,1978
93.75,rou,1979
93.88,rou,1980
94.0,rou,1981
95.05,rou,1982
95.15,rou,1983
96.15,rou,1984
95.28,rou,1985
96.26,rou,1986
96.33,rou,1987
96.36,rou,1988
96.4,rou,1989
97.32,rou,1990
97.35,rou,1991
98.25,rou,1992
98.26,rou,1993
98.28,rou,1994
99.15,rou,1995
99.15,rou,1996
99.16,rou,1997
99.17,rou,1998
100.0,rou,1999
100.0,rou,2000
100.0,rou,2001
100.0,rou,2002
100.8,rou,2003
100.8,rou,2004
100.8,rou,2005
100.8,rou,2006
101.6,rou,2007
101.6,rou,2008
101.6,rou,2009
88.0,rus,1970
88.46,rus,1971
90.0,rus,1972
90.36,rus,1973
91.76,rus,1974
93.1,rus,1975
93.33,rus,1976
94.57,rus,1977
95.74,rus,1978
95.88,rus,1979
95.96,rus,1980
97.03,rus,1981
98.06,rus,1982
98.1,rus,1983
99.06,rus,1984
100.0,rus,1985
99.09,rus,1986
100.0,rus,1987
100.9,rus,1988
100.9,rus,1989
100.9,rus,1990
101.7,rus,1991
101.7,rus,1992
102.5,rus,1993
102.5,rus,1994
102.5,rus,1995
103.3,rus,1996
103.3,rus,1997
103.3,rus,1998
104.0,rus,1999
104.0,rus,2000
104.0,rus,2001
103.9,rus,2002
104.7,rus,2003
104.7,rus,2004
104.7,rus,2005
105.4,rus,2006
105.4,rus,2007
106.2,rus,2008
105.3,rus,2009
50.0,rwa,1970
47.37,rwa,1971
50.0,rwa,1972
47.62,rwa,1973
50.0,rwa,1974
52.17,rwa,1975
50.0,rwa,1976
52.0,rwa,1977
53.85,rwa,1978
51.85,rwa,1979
53.57,rwa,1980
55.17,rwa,1981
56.67,rwa,1982
58.06,rwa,1983
59.38,rwa,1984
60.61,rwa,1985
61.76,rwa,1986
62.86,rwa,1987
66.67,rwa,1988
67.57,rwa,1989
68.42,rwa,1990
69.23,rwa,1991
71.79,rwa,1992
72.5,rwa,1993
73.17,rwa,1994
73.81,rwa,1995
76.74,rwa,1996
77.27,rwa,1997
77.78,rwa,1998
78.26,rwa,1999
78.72,rwa,2000
80.85,rwa,2001
81.25,rwa,2002
83.67,rwa,2003
84.0,rwa,2004
84.31,rwa,2005
86.27,rwa,2006
86.54,rwa,2007
88.46,rwa,2008
88.68,rwa,2009
107.7,lca,1970
107.4,lca,1971
109.1,lca,1972
108.8,lca,1973
108.5,lca,1974
110.0,lca,1975
108.1,lca,1976
107.8,lca,1977
109.2,lca,1978
109.0,lca,1979
108.8,lca,1980
108.6,lca,1981
108.5,lca,1982
108.2,lca,1983
108.1,lca,1984
109.3,lca,1985
107.8,lca,1986
107.7,lca,1987
108.9,lca,1988
108.8,lca,1989
108.6,lca,1990
108.5,lca,1991
108.4,lca,1992
108.2,lca,1993
108.1,lca,1994
108.0,lca,1995
108.0,lca,1996
107.9,lca,1997
108.9,lca,1998
108.8,lca,1999
108.7,lca,2000
108.6,lca,2001
108.5,lca,2002
109.6,lca,2003
109.5,lca,2004
109.4,lca,2005
109.3,lca,2006
109.2,lca,2007
110.2,lca,2008
110.1,lca,2009
100.0,wsm,1970
100.0,wsm,1971
101.7,wsm,1972
103.3,wsm,1973
103.2,wsm,1974
103.1,wsm,1975
104.5,wsm,1976
105.9,wsm,1977
105.7,wsm,1978
107.0,wsm,1979
106.8,wsm,1980
109.5,wsm,1981
109.2,wsm,1982
110.4,wsm,1983
110.1,wsm,1984
112.5,wsm,1985
113.6,wsm,1986
113.3,wsm,1987
114.3,wsm,1988
114.1,wsm,1989
115.1,wsm,1990
114.8,wsm,1991
115.7,wsm,1992
116.7,wsm,1993
116.5,wsm,1994
117.4,wsm,1995
117.0,wsm,1996
116.8,wsm,1997
117.7,wsm,1998
117.5,wsm,1999
118.4,wsm,2000
118.2,wsm,2001
120.2,wsm,2002
118.8,wsm,2003
119.8,wsm,2004
119.6,wsm,2005
120.4,wsm,2006
120.2,wsm,2007
120.0,wsm,2008
119.8,wsm,2009
60.0,stp,1970
61.54,stp,1971
59.26,stp,1972
60.71,stp,1973
60.0,stp,1974
61.29,stp,1975
59.38,stp,1976
60.61,stp,1977
60.0,stp,1978
61.11,stp,1979
62.16,stp,1980
61.54,stp,1981
62.5,stp,1982
63.41,stp,1983
62.79,stp,1984
63.64,stp,1985
64.44,stp,1986
65.22,stp,1987
68.09,stp,1988
68.75,stp,1989
69.39,stp,1990
70.0,stp,1991
70.59,stp,1992
71.15,stp,1993
73.58,stp,1994
74.07,stp,1995
73.21,stp,1996
73.68,stp,1997
75.86,stp,1998
76.27,stp,1999
76.67,stp,2000
77.05,stp,2001
80.33,stp,2002
80.65,stp,2003
80.95,stp,2004
81.25,stp,2005
81.54,stp,2006
83.33,stp,2007
83.58,stp,2008
85.07,stp,2009
28.26,sau,1970
29.17,sau,1971
30.0,sau,1972
31.37,sau,1973
32.08,sau,1974
32.73,sau,1975
33.93,sau,1976
34.48,sau,1977
35.0,sau,1978
37.1,sau,1979
38.1,sau,1980
40.0,sau,1981
41.79,sau,1982
42.03,sau,1983
45.07,sau,1984
46.58,sau,1985
47.37,sau,1986
50.0,sau,1987
51.25,sau,1988
53.66,sau,1989
55.95,sau,1990
56.98,sau,1991
59.09,sau,1992
60.67,sau,1993
62.64,sau,1994
63.44,sau,1995
65.96,sau,1996
67.71,sau,1997
69.07,sau,1998
71.43,sau,1999
72.0,sau,2000
73.27,sau,2001
75.49,sau,2002
75.96,sau,2003
77.14,sau,2004
79.25,sau,2005
80.37,sau,2006
81.48,sau,2007
82.57,sau,2008
83.64,sau,2009
50.0,sen,1970
46.15,sen,1971
42.86,sen,1972
50.0,sen,1973
46.67,sen,1974
43.75,sen,1975
50.0,sen,1976
47.06,sen,1977
44.44,sen,1978
47.37,sen,1979
45.0,sen,1980
47.62,sen,1981
47.62,sen,1982
50.0,sen,1983
47.83,sen,1984
50.0,sen,1985
52.0,sen,1986
50.0,sen,1987
51.85,sen,1988
50.0,sen,1989
51.72,sen,1990
51.72,sen,1991
53.33,sen,1992
54.84,sen,1993
53.12,sen,1994
54.55,sen,1995
52.94,sen,1996
54.29,sen,1997
57.14,sen,1998
55.56,sen,1999
56.76,sen,2000
55.26,sen,2001
56.41,sen,2002
56.41,sen,2003
57.5,sen,2004
56.1,sen,2005
58.54,sen,2006
57.14,sen,2007
58.14,sen,2008
58.14,sen,2009
92.06,srb,1970
92.31,srb,1971
91.04,srb,1972
92.65,srb,1973
92.86,srb,1974
93.06,srb,1975
93.15,srb,1976
93.33,srb,1977
94.74,srb,1978
94.87,srb,1979
93.75,srb,1980
95.06,srb,1981
95.18,srb,1982
96.43,srb,1983
95.35,srb,1984
96.55,srb,1985
96.63,srb,1986
96.7,srb,1987
97.83,srb,1988
97.85,srb,1989
98.94,srb,1990
98.95,srb,1991
100.0,srb,1992
98.98,srb,1993
98.99,srb,1994
100.0,srb,1995
100.0,srb,1996
100.0,srb,1997
101.0,srb,1998
101.0,srb,1999
101.9,srb,2000
101.9,srb,2001
101.9,srb,2002
101.9,srb,2003
101.9,srb,2004
101.8,srb,2005
102.8,srb,2006
102.7,srb,2007
102.7,srb,2008
103.6,srb,2009
111.4,syc,1970
111.1,syc,1971
113.0,syc,1972
110.4,syc,1973
112.2,syc,1974
114.0,syc,1975
111.5,syc,1976
113.2,syc,1977
114.8,syc,1978
114.3,syc,1979
114.0,syc,1980
115.5,syc,1981
116.9,syc,1982
116.7,syc,1983
118.0,syc,1984
117.7,syc,1985
119.0,syc,1986
120.3,syc,1987
119.7,syc,1988
119.4,syc,1989
118.8,syc,1990
120.0,syc,1991
119.7,syc,1992
120.8,syc,1993
120.5,syc,1994
120.0,syc,1995
119.7,syc,1996
120.8,syc,1997
120.5,syc,1998
121.5,syc,1999
121.2,syc,2000
121.0,syc,2001
122.0,syc,2002
121.7,syc,2003
121.4,syc,2004
122.4,syc,2005
122.1,syc,2006
121.8,syc,2007
121.6,syc,2008
121.3,syc,2009
33.33,sle,1970
38.46,sle,1971
35.71,sle,1972
35.71,sle,1973
33.33,sle,1974
40.0,sle,1975
37.5,sle,1976
35.29,sle,1977
41.18,sle,1978
38.89,sle,1979
36.84,sle,1980
42.11,sle,1981
40.0,sle,1982
38.1,sle,1983
40.91,sle,1984
39.13,sle,1985
43.48,sle,1986
41.67,sle,1987
40.0,sle,1988
44.0,sle,1989
42.31,sle,1990
46.15,sle,1991
44.44,sle,1992
42.86,sle,1993
46.43,sle,1994
44.83,sle,1995
48.28,sle,1996
46.67,sle,1997
48.39,sle,1998
48.39,sle,1999
50.0,sle,2000
50.0,sle,2001
51.52,sle,2002
50.0,sle,2003
52.94,sle,2004
51.43,sle,2005
54.29,sle,2006
55.56,sle,2007
55.56,sle,2008
58.33,sle,2009
72.73,sgp,1970
73.68,sgp,1971
74.58,sgp,1972
76.67,sgp,1973
77.42,sgp,1974
78.12,sgp,1975
78.46,sgp,1976
79.1,sgp,1977
80.88,sgp,1978
81.43,sgp,1979
81.94,sgp,1980
82.19,sgp,1981
83.78,sgp,1982
84.21,sgp,1983
84.42,sgp,1984
85.9,sgp,1985
86.08,sgp,1986
86.42,sgp,1987
87.8,sgp,1988
87.95,sgp,1989
88.24,sgp,1990
89.53,sgp,1991
